geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
9921,-23.67675295127258,-46.6112569825063,diadema,SP
13232,-23.21379933531598,-46.761712762062274,campo limpo paulista,SP
24440,-22.82767526183995,-43.05351929286674,sao goncalo,RJ
86050,-23.33253314835099,-51.17446758147525,londrina,PR
95110,-29.20383087915839,-51.23083491669267,caxias do sul,RS
21031,-22.84382411824106,-43.25434683637264,rio de janeiro,RJ
23895,-22.7436918880869,-43.708147114619806,seropedica,RJ
37502,-22.429248034028006,-45.45393843461251,itajuba,MG
4726,-23.633789374769695,-46.71445034472435,sao paulo,SP
7600,-23.314355880942895,-46.56802355892557,mairipora,SP
25070,-22.786849727597502,-43.30748826236474,duque de caxias,RJ
35960,-19.96227636170662,-43.417076819146686,santa barbara,MG
2846,-23.46474098112987,-46.69834625160131,sao paulo,SP
69900,-9.96544875437128,-67.81145460268915,rio branco,AC
9371,-23.67127456104931,-46.47225045434042,maua,SP
30190,-19.92382821397665,-43.94035730890418,belo horizonte,MG
13660,-21.856388452513137,-47.45164470293317,porto ferreira,SP
38401,-18.897445885654086,-48.28366926810553,uberlandia,MG
75920,-17.807940240906625,-50.603543907871206,santa helena de goiás,GO
4001,-23.570609490420704,-46.6504746648681,sao paulo,SP
13880,-21.831468123014503,-46.89201337606665,vargem grande do sul,SP
24210,-22.89929838022973,-43.12575488204739,niteroi,RJ
5871,-23.683828064853888,-46.77404530783507,sao paulo,SP
18530,-23.103707527969288,-47.72632778040694,tiete,SP
84400,-25.217467753657903,-50.97889689870357,prudentópolis,PR
78360,-13.647120271880931,-57.89618052886328,campo novo do parecis,MT
9061,-23.648957412718516,-46.56489324008879,santo andre,SP
89107,-26.72763833460473,-49.179486643013576,pomerode,SC
13304,-23.26249673556838,-47.286050745809305,itu,SP
21031,-22.850092172918178,-43.26273857118132,rio de janeiro,RJ
39740,-18.78087415629316,-42.92989322672941,guanhaes,MG
7181,-23.417822590454065,-46.45572044481024,guarulhos,SP
13660,-21.874759386089536,-47.47150623034395,porto ferreira,SP
28950,-22.73940710145662,-41.960397296658336,armacao dos buzios,RJ
38280,-19.726134704248373,-50.20209259563412,iturama,MG
8210,-23.54066871135092,-46.453401127099184,sao paulo,SP
4863,-23.76218454815625,-46.71000085928214,sao paulo,SP
22251,-22.943788512349247,-43.18624699930752,rio de janeiro,RJ
95020,-29.16568989637304,-51.168900969250906,caxias do sul,RS
21330,-22.881837311674143,-43.35888110822908,rio de janeiro,RJ
1232,-23.53293017790984,-46.65910570246412,sao paulo,SP
13565,-21.96932631415452,-47.90130414774835,sao carlos,SP
4567,-23.61190155259965,-46.69139070275257,sao paulo,SP
68908,0.0512937334951984,-51.05210027270899,macapa,AP
35500,-20.119854196233035,-44.88330379595224,divinopolis,MG
6764,-23.614793015263437,-46.76943044685208,taboao da serra,SP
7054,-23.462655946707848,-46.56051302262102,guarulhos,SP
20520,-22.92491519761669,-43.23153064585375,rio de janeiro,RJ
99900,-27.881892199160976,-52.22891012760859,getulio vargas,RS
80420,-25.435769312510857,-49.278902170004,curitiba,PR
11065,-23.96845860892156,-46.35377614946042,santos,SP
35160,-19.515913983899843,-42.56269634318196,ipatinga,MG
8577,-23.480106381846078,-46.3651044152054,itaquaquecetuba,SP
19400,-21.86812637113394,-51.84880885761658,presidente venceslau,SP
13990,-22.205830411693714,-46.75649633954284,espirito santo do pinhal,SP
80060,-25.430311246465426,-49.26111153857696,curitiba,PR
20550,-22.923558953372943,-43.22731369649151,rio de janeiro,RJ
86900,-23.60111820963373,-51.6493409674858,jandaia do sul,PR
18550,-23.284770873973702,-47.67478669886035,boituva,SP
11050,-23.955968210658423,-46.3288636054591,santos,SP
82510,-25.40810533748505,-49.24142271881124,curitiba,PR
30260,-19.9232684321369,-43.91291832460031,belo horizonte,MG
87030,-23.41680703655876,-51.92790850024601,maringa,PR
12951,-23.12511088343238,-46.57729560268914,atibaia,SP
35519,-19.88282870017123,-44.97777805047089,nova serrana,MG
45400,-13.370690793741472,-39.08384149511052,valenca,BA
68515,-6.071923053395328,-49.86124870067129,parauapebas,PA
35300,-19.772710140599948,-42.13242094062737,caratinga,MG
13044,-22.93963775441951,-47.04243329355622,campinas,SP
88715,-28.620478945345585,-49.02507722435421,jaguaruna,SC
36500,-21.129409398126487,-42.94039286720248,uba,MG
37136,-21.410881640737,-45.95636088818557,alfenas,MG
28950,-22.798063223448647,-41.93074108283603,armacao de buzios,RJ
24030,-22.88533847734737,-43.11521808185754,niteroi,RJ
37135,-21.424874812411087,-45.954293836548025,alfenas,MG
18600,-22.880673839986,-48.43942301965384,botucatu,SP
4140,-23.607604897022387,-46.6300774381095,sao paulo,SP
86300,-23.18447980564904,-50.65529737873874,cornelio procopio,PR
89160,-27.203063489324183,-49.663611,rio do sul,SC
15085,-20.840240757489934,-49.389909021897466,sao jose do rio preto,SP
6341,-23.570267810202925,-46.81849575387459,carapicuiba,SP
12450,-22.82552193701808,-45.66498326381224,santo antonio do pinhal,SP
32180,-19.861543029259565,-44.03024281943286,contagem,MG
6020,-23.535839005222797,-46.76346851488806,osasco,SP
2422,-23.470699976686475,-46.63502535858965,sao paulo,SP
71741,-15.914042839243963,-47.94745558922231,brasilia,DF
8616,-23.55697276470547,-46.29346719493465,suzano,SP
19970,-22.78524547971167,-50.22106662660165,palmital,SP
12912,-22.955670705673995,-46.53139535171882,braganca paulista,SP
35560,-20.096442253426805,-45.296241095314095,santo antonio do monte,MG
9725,-23.71154233604911,-46.55627183410148,sao bernardo do campo,SP
12327,-23.296044206215036,-45.97826089301167,jacarei,SP
18681,-22.597604385140144,-48.78143450299075,lencois paulista,SP
20250,-22.919901841797003,-43.20860348791054,rio de janeiro,RJ
35162,-19.47669201526344,-42.56692673091352,ipatinga,MG
20720,-22.909994223440368,-43.291447648623695,rio de janeiro,RJ
28950,-22.752995243062838,-41.87587186627816,armacao de buzios,RJ
12246,-23.220483396690053,-45.90807102418034,sao jose dos campos,SP
35300,-19.791654940997145,-42.14069765223662,caratinga,MG
3946,-23.59593016763806,-46.48938598612153,sao paulo,SP
64600,-7.084491160911129,-41.46374943002572,picos,PI
88730,-28.32219069244337,-49.17599923179213,sao ludgero,SC
3555,-23.53766938550985,-46.50000543075191,sao paulo,SP
11630,-23.810112088996693,-45.35198366657139,ilhabela,SP
31330,-19.87346655602973,-43.99012523197743,belo horizonte,MG
7273,-23.457797371631397,-46.41711864778698,guarulhos,SP
95082,-29.180213084473536,-51.17530453335701,caxias do sul,RS
9618,-23.66739951154119,-46.56078047155057,são bernardo do campo,SP
30110,-19.939787603254004,-43.93166384690661,belo horizonte,MG
12912,-22.946354989179955,-46.53632650735758,braganca paulista,SP
19061,-22.12631105488584,-51.41272675255259,presidente prudente,SP
87050,-23.42418449419867,-51.925580778373146,maringa,PR
6020,-23.53531833420345,-46.76131673240765,osasco,SP
8440,-23.537962875382306,-46.41045630030584,sao paulo,SP
29060,-20.28564675797796,-40.29421094367809,vitoria,ES
12242,-23.20790920595904,-45.91605750992277,são josé dos campos,SP
14050,-21.172429508742567,-47.82639873980034,ribeirao preto,SP
82710,-25.3540207621329,-49.26018840966008,curitiba,PR
7031,-23.49189491395926,-46.54629394463038,guarulhos,SP
24130,-22.879331161809688,-43.08830329961335,niterói,RJ
29090,-20.26073450432782,-40.27161124854291,vitoria,ES
12940,-23.113085333054432,-46.55176426879801,atibaia,SP
6765,-23.61877003052688,-46.77025147446477,taboao da serra,SP
74333,-16.687097999999995,-49.33419524999999,goiania,GO
88330,-26.99585172300768,-48.634544315569286,balneário camboriú,SC
7183,-23.44204613543773,-46.45941628434991,guarulhos,SP
20261,-22.930130839027036,-43.20910864836392,rio de janeiro,RJ
5634,-23.608349214265107,-46.73536441534424,sao paulo,SP
86300,-23.18113325595869,-50.64906391107206,cornelio procopio,PR
95200,-28.51359122496714,-50.95525552062457,vacaria,RS
37590,-22.28839344168816,-46.6217628834136,jacutinga,MG
87030,-23.4174661941137,-51.92899899679055,maringa,PR
13720,-21.6011555436322,-46.9005467039299,sao jose do rio pardo,SP
38401,-18.8808178532138,-48.28050498023468,uberlândia,MG
66085,-1.4364536014484075,-48.47117036496629,belem,PA
51010,-8.0835811967679,-34.88177191738355,recife,PE
8260,-23.567324385509856,-46.426537016648425,sao paulo,SP
12701,-22.57498295747967,-44.96395759093229,cruzeiro,SP
5409,-23.553128682209007,-46.6770766799873,sao paulo,SP
11730,-24.12375729622332,-46.69363676540784,mongagua,SP
5713,-23.62530701322853,-46.72809068542597,sao paulo,SP
17066,-22.30972013434121,-49.11864915638532,bauru,SP
36520,-21.002556157928563,-42.83700896923416,visconde do rio branco,MG
22410,-22.985883869553916,-43.20717020370487,rio de janeiro,RJ
66073,-1.4581355131859732,-48.46169825618895,belem,PA
95200,-28.503490404826344,-50.940032786733696,vacaria,RS
12246,-23.212765026371944,-45.90958157074864,sao jose dos campos,SP
13930,-22.62272447168838,-46.70110075222737,serra negra,SP
1321,-23.56596496641469,-46.64287299085339,sao paulo,SP
35162,-19.482573153759606,-42.58524135345375,ipatinga,MG
35162,-19.46921220843673,-42.564669023601965,ipatinga,MG
3164,-23.549625597553256,-46.61126537399732,sao paulo,SP
39600,-16.85080900555281,-42.06534408899015,aracuai,MG
36016,-21.76662298251486,-43.34840917721734,juiz de fora,MG
22410,-22.98325523036527,-43.21124077641539,rio de janeiro,RJ
21031,-22.8516515523112,-43.25731618526744,rio de janeiro,RJ
4363,-23.647515686075497,-46.66750434070048,sao paulo,SP
78556,-11.86026509852752,-55.53212288202556,sinop,MT
26087,-22.71480605626924,-43.5281478938847,nova iguacu,RJ
65075,-2.5108111197756946,-44.2960667353092,são luís,MA
7850,-23.333093201114117,-46.72810361102526,franco da rocha,SP
3982,-23.613842084655747,-46.506157580212346,sao paulo,SP
18300,-24.004939119885705,-48.3444924716876,capao bonito,SP
6380,-23.53958737913557,-46.83927534272284,carapicuiba,SP
41181,-12.9541977427323,-38.4387007755083,salvador,BA
87501,-23.75821995276737,-53.30929436190786,umuarama,PR
1239,-23.549351050781983,-46.656742609498494,sao paulo,SP
38400,-18.916942457034786,-48.2729096346796,uberlandia,MG
30441,-19.93594154177962,-43.9561395364995,belo horizonte,MG
11900,-24.497584596168284,-47.86868051053157,registro,SP
3513,-23.534456804605007,-46.52176920690753,sao paulo,SP
88220,-27.102098999999946,-48.62961349999995,itapema,SC
39650,-17.219988224940046,-42.58461572012398,minas novas,MG
30494,-19.95649398573336,-43.95764234388469,belo horizonte,MG
6730,-23.613991599822803,-47.00848365496413,vargem grande paulista,SP
82300,-25.416862229105508,-49.34961597914414,curitiba,PR
25946,-22.540851692555776,-42.98215555453944,guapimirim,RJ
32900,-20.06453349555849,-44.29151142077952,igarape,MG
28035,-21.75951786328138,-41.33042743469697,campos dos goytacazes,RJ
6765,-23.614331051399017,-46.78001178269458,taboao da serra,SP
25953,-22.41517013288325,-42.967255072433495,teresopolis,RJ
82820,-25.421268248398675,-49.20604302801673,curitiba,PR
5885,-23.675465598389977,-46.78676756924807,sao paulo,SP
81270,-25.45368425783373,-49.35624711740433,curitiba,PR
35680,-20.084864425037782,-44.57892823373385,itaúna,MG
20261,-22.921746663338887,-43.21474952207277,rio de janeiro,RJ
31035,-19.9007158462404,-43.92072246779968,belo horizonte,MG
26525,-22.806028176654152,-43.42696968094928,nilopolis,RJ
12030,-23.029823324392854,-45.56480442406116,taubate,SP
23510,-22.91591817401471,-43.681629446852064,rio de janeiro,RJ
6036,-23.559759219545228,-46.77569688219163,osasco,SP
26215,-22.752705499999934,-43.44522309499996,nova iguacu,RJ
90420,-30.03707848765075,-51.197021487362285,porto alegre,RS
6020,-23.53314862003007,-46.76046091150642,osasco,SP
30710,-19.91499990452421,-43.96384338536563,belo horizonte,MG
17250,-22.08198256652423,-48.74176139884907,bariri,SP
22041,-22.97193416374293,-43.18678127448214,rio de janeiro,RJ
22070,-22.98343078795659,-43.1908006372554,rio de janeiro,RJ
45848,-16.576514198335328,-39.55898816504178,itabela,BA
80610,-25.47115647439337,-49.28818128564087,curitiba,PR
13419,-22.73278352152452,-47.64165512629112,piracicaba,SP
11630,-23.844440292375715,-45.4045409784498,ilhabela,SP
30570,-19.958125013041744,-43.98248410796926,belo horizonte,MG
13561,-22.014946613653425,-47.90148946378896,são carlos,SP
96015,-31.763764655288814,-52.33630543505108,pelotas,RS
11680,-23.433960766796023,-45.08100677248083,ubatuba,SP
11700,-24.010903005828386,-46.40075038190318,praia grande,SP
18071,-23.46744516380488,-47.50346491421539,sorocaba,SP
32678,-19.93159432725089,-44.10919766507682,betim,MG
7133,-23.4330241851232,-46.50901747960066,guarulhos,SP
97670,-28.63080506737043,-56.02853519235636,sao borja,RS
40231,-12.993891962211633,-38.50005084849491,salvador,BA
5008,-23.52992897613822,-46.68222476325808,sao paulo,SP
3210,-23.601541212591663,-46.548090120866775,sao paulo,SP
29056,-20.3050539755613,-40.30116679075521,vitoria,ES
85877,-25.34629754296872,-54.24350215483284,sao miguel do iguacu,PR
23080,-22.89603592319299,-43.56430371270231,rio de janeiro,RJ
21615,-22.8652711531538,-43.40395615167976,rio de janeiro,RJ
6850,-23.716905464337227,-46.85029378183975,itapecerica da serra,SP
30140,-19.927058793236704,-43.94375903067111,belo horizonte,MG
88050,-27.50782456036128,-48.51343236063845,florianopolis,SC
2976,-23.47645654148384,-46.71583367688456,sao paulo,SP
25070,-22.78715179449721,-43.30625912794845,duque de caxias,RJ
28860,-22.49092835943405,-42.20286503126432,casimiro de abreu,RJ
85845,-25.061885958535942,-53.87945783009962,vera cruz do oeste,PR
91330,-30.035115470454063,-51.16282390619765,porto alegre,RS
85801,-24.95855706272721,-53.46192378071457,cascavel,PR
30180,-19.93410320676329,-43.94880457868314,belo horizonte,MG
14910,-21.742265529232093,-48.692692840768544,tabatinga,SP
13304,-23.282271480725843,-47.27520313211952,itu,SP
24451,-22.83778852738089,-43.01210347482567,sao goncalo,RJ
60135,-3.7475067207859833,-38.50462534401871,fortaleza,CE
69915,-9.972864438331058,-67.86042137753479,rio branco,AC
71741,-15.938342977377175,-47.957302637767626,brasília,DF
85605,-26.07286066074871,-53.04104992054232,francisco beltrao,PR
22240,-22.9368894723873,-43.19018451635996,rio de janeiro,RJ
3555,-23.536466476542245,-46.5016349023025,sao paulo,SP
11700,-24.00909982070517,-46.41161999278665,praia grande,SP
36570,-20.762209380226185,-42.88066261729732,vicosa,MG
36280,-20.96091597433312,-43.810496282141536,carandai,MG
75400,-16.356939530465148,-49.49847249781114,inhumas,GO
9080,-23.643055279473824,-46.536829158174335,santo andre,SP
36570,-20.736179608458887,-42.87777963447609,vicosa,MG
27120,-22.468394467967407,-43.82542575867966,barra do pirai,RJ
13085,-22.78991780682671,-47.07193224424372,campinas,SP
9185,-23.68859000360571,-46.53042000196676,santo andre,SP
39270,-17.351642409724043,-44.94874762703289,pirapora,MG
90010,-30.0328824343586,-51.23068309313852,porto alegre,RS
21920,-22.79984614847948,-43.20011683749783,rio de janeiro,RJ
1209,-23.541698074932228,-46.64299482154188,sao paulo,SP
5761,-23.634378034794224,-46.76415225771402,sao paulo,SP
9580,-23.642546081084767,-46.576991511161495,sao caetano do sul,SP
9061,-23.65241705912053,-46.55309608979165,santo andre,SP
36570,-20.75671554822201,-42.88193964513109,vicosa,MG
87303,-24.030401998978338,-52.37044111172343,campo mourao,PR
14021,-21.208098499307507,-47.79471966180967,ribeirão preto,SP
80510,-25.42116304633859,-49.28417803052688,curitiba,PR
11700,-24.01360939580072,-46.41521294862632,praia grande,SP
22411,-22.9799818312442,-43.203719087484,rio de janeiro,RJ
9912,-23.69310537555519,-46.62071809544712,diadema,SP
11045,-23.969284459893828,-46.32717677491483,santos,SP
32110,-19.884919621808127,-44.01905200398009,contagem,MG
9080,-23.64674321275828,-46.53486316362678,santo andre,SP
6268,-23.501828767841157,-46.7846018173411,osasco,SP
1026,-23.53984025062037,-46.6302639919499,sao paulo,SP
27213,-22.50360022009349,-44.09081783611284,volta redonda,RJ
90880,-30.059694608921564,-51.22848959908249,porto alegre,RS
18300,-24.00589641540174,-48.34712010652321,capao bonito,SP
5894,-23.65342363419699,-46.78752497307979,sao paulo,SP
38408,-18.914798483207356,-48.25175111310516,uberlandia,MG
24030,-22.883714999999995,-43.11595857254132,niterói,RJ
11320,-23.97242519856393,-46.371264531333615,sao vicente,SP
28250,-21.42030085654377,-41.69122535346674,italva,RJ
72322,-15.86139821430917,-48.09018283327861,brasilia,DF
5303,-23.527418207600004,-46.73085015070119,sao paulo,SP
7183,-23.44219437829649,-46.464447750764606,guarulhos,SP
1403,-23.56903555842803,-46.654850252293805,sao paulo,SP
21340,-22.871779878988978,-43.350980201367584,rio de janeiro,RJ
6412,-23.49883105349887,-46.879993145320114,barueri,SP
25213,-22.67730542105793,-43.28226004547834,duque de caxias,RJ
28950,-22.77325559523773,-41.91502159040546,armacao dos buzios,RJ
9360,-23.685934938212725,-46.45336842416514,maua,SP
25665,-22.501037191583706,-43.22394359914526,petropolis,RJ
20230,-22.91246037108313,-43.19217621801601,rio de janeiro,RJ
3929,-23.606357134052764,-46.4863142463212,sao paulo,SP
14401,-20.52487352320961,-47.38751769572912,franca,SP
12955,-23.12864321569558,-46.470073874949286,bom jesus dos perdoes,SP
14070,-21.1178483086776,-47.79140061224639,ribeirao preto,SP
36010,-21.764199268942235,-43.34878229003406,juiz de fora,MG
44007,-12.263934080776172,-38.98329396093864,feira de santana,BA
36401,-20.65324113346888,-43.77427315926618,conselheiro lafaiete,MG
88370,-26.89766344904301,-48.6454827926142,navegantes,SC
38304,-18.99335368684125,-49.456681753061176,ituiutaba,MG
68908,0.055467085682436,-51.05618123992249,macapa,AP
28615,-22.357328979568507,-42.51506760306321,nova friburgo,RJ
2518,-23.511444059897368,-46.66617891318112,sao paulo,SP
9080,-23.626198382739894,-46.54502592368278,santo andre,SP
4001,-23.57146028810082,-46.65114074464776,sao paulo,SP
15025,-20.80569318736774,-49.38112956689511,são josé do rio preto,SP
11250,-23.83579846590012,-46.14003403409987,bertioga,SP
22440,-22.98216442853021,-43.22010142241336,rio de janeiro,RJ
11900,-24.50197065549623,-47.862127275238,registro,SP
87200,-23.65385694447071,-52.60956393171807,cianorte,PR
80510,-25.424093975301496,-49.27704772522938,curitiba,PR
31035,-19.89789517929482,-43.92090105773555,belo horizonte,MG
14403,-20.563686197690167,-47.37626407732565,franca,SP
27700,-22.402805520577058,-43.66215864486074,vassouras,RJ
9950,-23.68587566934512,-46.588711835235294,diadema,SP
15990,-21.60295261831626,-48.356485444747335,matao,SP
49010,-10.909696500000004,-37.06002,aracaju,SE
87030,-23.40942762789321,-51.92391794305629,maringa,PR
39330,-16.207133320247507,-44.4463775723125,brasilia de minas,MG
84430,-25.23246824590309,-50.59826018746272,imbituva,PR
22250,-22.9391048351319,-43.17427969692419,rio de janeiro,RJ
38401,-18.880468836805328,-48.29868437968148,uberlândia,MG
22070,-22.986104573691485,-43.18995855052217,rio de janeiro,RJ
41830,-13.0052627189489,-38.45798096555135,salvador,BA
80310,-25.450694503324605,-49.30944472056773,curitiba,PR
24360,-22.92074598805477,-43.08769585720466,niteroi,RJ
44003,-12.27219317814323,-38.95533451484527,feira de santana,BA
84145,-24.952489273953397,-50.12106934691223,carambei,PR
65940,-5.820558861610145,-46.15349322056208,grajau,MA
37410,-21.68698311287899,-45.244647501778445,tres coracoes,MG
13530,-22.2531540763985,-47.82175358196366,itirapina,SP
38700,-18.60742691442144,-46.51986413774311,patos de minas,MG
6786,-23.62365352039933,-46.80536329239997,taboão da serra,SP
32223,-19.90773219080064,-44.07565472580471,contagem,MG
96015,-31.752713609210023,-52.33169234153719,pelotas,RS
27940,-22.392404798627567,-41.78689195799176,macaé,RJ
83260,-25.81826924144905,-48.53897986439721,matinhos,PR
22411,-22.98293047489746,-43.209954618096816,rio de janeiro,RJ
1232,-23.538368693029053,-46.6520329962491,sao paulo,SP
38440,-18.651338738531717,-48.18709782888011,araguari,MG
24360,-22.92080861944341,-43.09368761944342,niteroi,RJ
20220,-22.89543635221301,-43.186533334843446,rio de janeiro,RJ
95520,-29.889313621425146,-50.274178496636914,osorio,RS
90040,-30.037745639477105,-51.21038644004274,porto alegre,RS
33400,-19.641632383483618,-43.87059888364363,lagoa santa,MG
12944,-23.114583,-46.57326615375959,atibaia,SP
20530,-22.935120809336865,-43.24349242241337,rio de janeiro,RJ
13481,-22.613603275768316,-47.419960654998285,limeira,SP
13720,-21.603021878443798,-46.89271665873933,sao jose do rio pardo,SP
13520,-22.543726474753377,-47.90027233105153,sao pedro,SP
38400,-18.91905866778229,-48.27736049792252,uberlandia,MG
20220,-22.90352888259565,-43.206074371083126,rio de janeiro,RJ
9015,-23.66121099194992,-46.52160747377229,santo andre,SP
20031,-22.91199657230649,-43.17870415652955,rio de janeiro,RJ
62320,-3.7262555021846753,-40.98993604952991,tiangua,CE
99200,-28.84974599532159,-51.89130069769956,guapore,RS
87502,-23.757594548704517,-53.29094486606281,umuarama,PR
35590,-20.01917209750172,-45.54262157005064,lagoa da prata,MG
88301,-26.919909916539257,-48.65289182696942,itajai,SC
24355,-22.9402829757993,-43.04025402750223,niterói,RJ
16050,-21.20044424562872,-50.43465351012754,aracatuba,SP
97015,-29.69342595938612,-53.81049671625075,santa maria,RS
39873,-17.077952210212292,-40.71952902509816,machacalis,MG
4142,-23.611522798776623,-46.63215707729815,sao paulo,SP
88730,-28.323303538890897,-49.17968473436584,sao ludgero,SC
82320,-25.40400822759531,-49.339546130301855,curitiba,PR
85170,-25.695339245399637,-51.66141754851698,pinhao,PR
15570,-20.080899114730883,-49.913080564240346,cardoso,SP
12570,-22.84705747765845,-45.24270250158212,aparecida,SP
11680,-23.44937505828381,-45.076769481129865,ubatuba,SP
9725,-23.698688376594813,-46.55876214201264,sao bernardo do campo,SP
90220,-30.02075677324141,-51.2082067112067,porto alegre,RS
30270,-19.91684933611285,-43.905507150152914,belo horizonte,MG
1229,-23.54108734139297,-46.65733920275257,sao paulo,SP
35720,-19.55037453989944,-44.08871891013983,matozinhos,MG
36400,-20.660338458071134,-43.7994384144048,conselheiro lafaiete,MG
71070,-15.847542425527864,-47.97408825282447,brasilia,DF
36050,-21.72652042853021,-43.33804642131685,juiz de fora,MG
84010,-25.092823697753445,-50.16246596709628,ponta grossa,PR
6447,-23.546650665053967,-46.8795078915323,barueri,SP
9780,-23.715201680704297,-46.533237955774574,sao bernardo do campo,SP
73890,-14.454624074241767,-47.03812444883299,flores de goias,GO
6268,-23.504515280887464,-46.769710273674086,osasco,SP
29102,-20.363575341870902,-40.30196279414314,vila velha,ES
1415,-23.557769846564184,-46.66324238451366,sao paulo,SP
6311,-23.51829201893079,-46.85192128324788,carapicuiba,SP
9220,-23.627936730635604,-46.53772354718555,santo andre,SP
11630,-23.8328032285256,-45.372817825611264,ilhabela,SP
11040,-23.972030276444052,-46.31967157256631,santos,SP
13972,-22.427136412353278,-46.81598881444031,itapira,SP
17250,-22.06288273886616,-48.73323274298501,bariri,SP
28035,-21.757966590471828,-41.33278335317736,campos dos goytacazes,RJ
1415,-23.563902562582975,-46.66974156939232,sao paulo,SP
35960,-19.961642999999945,-43.406071999999966,santa barbara,MG
13720,-21.582859558256565,-46.908697197364,sao jose do rio pardo,SP
84145,-24.94321565223204,-50.13122276492632,carambei,PR
2078,-23.503345480437392,-46.594937865803,sao paulo,SP
35600,-19.753486471413037,-45.26189679739908,bom despacho,MG
25931,-22.614224478693103,-43.17863599329833,mage,RJ
73840,-13.038016249096009,-46.76459579867642,campos belos,GO
38401,-18.898392960038056,-48.28217346003804,uberlandia,MG
18705,-23.105587020777083,-48.944551060265766,avare,SP
14401,-20.525200166896315,-47.38377971603646,franca,SP
89224,-26.269151091235848,-48.81026038567644,joinville,SC
28770,-21.95963696087121,-42.012295047108566,santa maria madalena,RJ
1403,-23.56995998167813,-46.65466159784173,sao paulo,SP
39400,-16.733049580068123,-43.86064209256159,montes claros,MG
12942,-23.125967485267356,-46.55883853467952,atibaia,SP
88730,-28.3580035494766,-49.1735077907367,sao ludgero,SC
99200,-28.84466638824505,-51.89703582022899,guapore,RS
11700,-24.00109676773919,-46.41254004857276,praia grande,SP
89012,-26.9079579955566,-49.07873248404408,blumenau,SC
14405,-20.52695341370876,-47.41808176352994,franca,SP
6653,-23.54691690380579,-46.92944550202252,itapevi,SP
11630,-23.8244673547576,-45.376442114461376,ilhabela,SP
85804,-24.98909585429048,-53.49447110156397,cascavel,PR
11010,-23.932665471002323,-46.32988158964741,santos,SP
6412,-23.49971689347875,-46.87912729212108,barueri,SP
35400,-20.387034820969024,-43.48840589931861,ouro preto,MG
90230,-30.006849760488127,-51.20225775229383,porto alegre,RS
88501,-27.8157596014484,-50.32904124992789,lages,SC
17022,-22.27337559977496,-49.08649520523409,bauru,SP
4041,-23.601491496537545,-46.64415069317329,sao paulo,SP
3572,-23.57516623535694,-46.50207510574756,sao paulo,SP
18050,-23.52983427238196,-47.48950578262331,sorocaba,SP
22041,-22.97193416374293,-43.18678127448214,rio de janeiro,RJ
65075,-2.4981584454671,-44.28791086372553,sao luis,MA
20241,-22.91983908298232,-43.179898002221705,rio de janeiro,RJ
85816,-24.954693591436417,-53.41758015693359,cascavel,PR
30160,-19.927165044405346,-43.94086154330881,belo horizonte,MG
4054,-23.614420746321205,-46.639500191240046,sao paulo,SP
87030,-23.406889262262396,-51.92165269289909,maringa,PR
23085,-22.89053754674261,-43.55823569040332,rio de janeiro,RJ
37925,-20.47989865935411,-45.96045082978706,piumhi,MG
37701,-21.798789191357105,-46.517027789760505,pocos de caldas,MG
87083,-23.381576999999997,-51.94978424999998,maringá,PR
13160,-22.5763240994616,-47.1671829657125,artur nogueira,SP
11630,-23.798719705712998,-45.3576845967247,ilhabela,SP
18130,-23.528493020543564,-47.14026961197998,sao roque,SP
45028,-14.854965514494817,-40.822365172108135,vitória da conquista,BA
11630,-23.81645445228569,-45.36708527694567,ilhabela,SP
36500,-21.115029527458915,-42.89518860983569,uba,MG
89620,-27.401501401968137,-51.22573567081265,campos novos,SC
36570,-20.7611145,-42.87888674999999,vicosa,MG
66095,-1.4339743985802462,-48.45525801722535,belem,PA
95900,-29.46392505668444,-51.95971246841364,lajeado,RS
38400,-18.9251381312828,-48.27687673480866,uberlandia,MG
36600,-21.716621296744453,-43.05869659121867,bicas,MG
14403,-20.559230982956265,-47.40457142730817,franca,SP
13660,-21.861612941511837,-47.45096233908878,porto ferreira,SP
13405,-22.710942470454068,-47.65964268457493,piracicaba,SP
73900,-14.08635051924885,-46.36469812048319,posse,GO
1233,-23.53508762170351,-46.66153616264639,sao paulo,SP
28910,-22.88715996922489,-42.03620842398847,cabo frio,RJ
14400,-20.535493607836077,-47.405689751222354,franca,SP
1423,-23.57249867332221,-46.65497299471987,são paulo,SP
41181,-12.955167617432236,-38.437457694294565,salvador,BA
88306,-26.925807371365057,-48.6480425454714,itajai,SC
76820,-8.74544168963966,-63.87382096725975,porto velho,RO
6719,-23.619018924818047,-46.93394989081966,cotia,SP
6395,-23.53604354510499,-46.849105665631456,carapicuiba,SP
5223,-23.4072834410237,-46.73762054954122,sao paulo,SP
97015,-29.69635931920709,-53.81659347139436,santa maria,RS
14010,-21.180529089647408,-47.80965284110451,ribeirao preto,SP
88735,-28.32819800695047,-49.05724554734975,gravatal,SC
89600,-27.16438272039104,-51.51284130364052,joacaba,SC
18500,-23.047525165610747,-47.83664668508664,laranjal paulista,SP
11900,-24.496436200386643,-47.8511112253736,registro,SP
18600,-22.88303220483004,-48.44238327309719,botucatu,SP
16301,-21.42399862739789,-50.06558824926595,penapolis,SP
13033,-22.90570991090563,-47.09614591543662,campinas,SP
